Train Loss,Train Acc,Valid Loss,Valid Acc
0.09089176255592238,0.9577581613077282,0.04575328829972548,0.9839027278038507
0.04435039811597509,0.9843489502446127,0.04467544660627681,0.9842063916503094
0.0427611162316005,0.9848823414347266,0.043485864405729456,0.9848565341232224
0.04179599366576995,0.9852698856996278,0.042045898253978316,0.9852529135400959
0.041111954941244165,0.9855515106867038,0.04131304855053987,0.9855477331878738
0.04058588202078099,0.9857656602973992,0.040933350360674935,0.9856225443560748
0.04023253067577233,0.985884876378063,0.04065470919849819,0.985724622120278
0.039902222064795524,0.9860093947464912,0.039952168880362134,0.9859523411201756
0.039444946000797995,0.9861887952421569,0.04183313410617597,0.9856670728935775
0.039228214805142464,0.9862532029717656,0.039767765946773045,0.985999973462941
0.03897112979432621,0.9863458430419085,0.0391726386865071,0.9861976445812155
0.038694259070435263,0.9864205991649359,0.0388749877266747,0.9863359931106377
0.0384603765027566,0.9865161331191574,0.03901365766311049,0.9863313760812985
0.03831516628779766,0.9865490721219452,0.039155025682884724,0.9861373139697185
0.03807849702100829,0.9866204326323421,0.038747057883524505,0.9862644532555946
0.03788717931466223,0.9866807718959456,0.03918149609958595,0.9862668346644639
0.03774896107277291,0.9867201311383993,0.03918168134328765,0.9862254049734347
0.03761215642947009,0.9867706544935816,0.037781807257346006,0.9866727845442672
0.037586475394511855,0.9867758485164122,0.03989116226271811,0.9861581875956594
0.037362769589866396,0.9868423487507018,0.03920289508404889,0.9861994193318283
0.03716273110170486,0.9869145253452204,0.03736174018230729,0.9867923210147217
0.037114542185043016,0.9869220490004383,0.037215490204076,0.986850994993962
0.036889515741747536,0.9870049310830578,0.03715101607413513,0.9868959906493963
0.03676932996793136,0.9870485921027297,0.040706416448661915,0.9855142146497717
0.03674465973761543,0.987072314049789,0.03705617712931506,0.986909894895633
0.03660995953605842,0.987117705512406,0.03707888823629399,0.987018596610293
0.0363939628544353,0.9871984007443861,0.036736846837554495,0.9871323901087591
0.036362975235965295,0.9872196752248287,0.03903077769355876,0.9865257124139147
0.036260149899428176,0.9872553636181377,0.03683071667285862,0.9871593341851195
0.03610592535846006,0.9873000593845453,0.03878512266231468,0.9865580464956566
0.03612101973313312,0.9873105133208402,0.03618882566894995,0.9872816381557611
0.0359617387288357,0.9873707025625836,0.03686052700620882,0.9870587341400628
0.03604867467972434,0.9873382000992752,0.037054252773779016,0.9870647665069822
0.03590445618957225,0.9873956245161495,0.03595082453349776,0.9873418976582228
0.035816856441587885,0.9874138447636713,0.0365321214838471,0.9871693628401605
0.03581475244621043,0.9874290538260717,0.036068990698762966,0.9872908530735136
0.035754424934635,0.9874418211465951,0.03615174368612729,0.9873762006767578
0.03568690287022941,0.9874538691423258,0.036250239608889935,0.9873043384012485
0.03564436166115779,0.9874791856258827,0.0358463798416391,0.9873249264009384
0.03561028999999067,0.9874924973018201,0.03711458785070444,0.9870842805321324
