train_losses,train_accs,valid_losses,valid_accs
0.6937165860570756,0.6278911251750146,0.6931471824645996,0.9721923967367797
0.693147182492662,0.9732969207952251,0.6931471824645996,0.9721996288331297
0.693147182492662,0.9732968947813336,0.6931471824645996,0.9722011674462063
0.693147182492662,0.9732968684868175,0.6931471824645996,0.9722050861788669
0.693147182492662,0.9732969765833767,0.6931471824645996,0.972208532735631
0.693147182492662,0.9732969383061942,0.6931471824645996,0.9722063658439776
0.693147182492662,0.973296869581253,0.6931471824645996,0.9722020090518895
0.693147182492662,0.973296893686898,0.6931471824645996,0.9722027821271074
0.693147182492662,0.9732968686271297,0.6931471824645996,0.9722090430942034
0.693147182492662,0.973296982644866,0.6931471824645996,0.9722083423181302
0.693147182492662,0.9732969582024716,0.6931471824645996,0.9722110805614618
0.693147182492662,0.9732969428523112,0.6931471824645996,0.9722037494876817
0.693147182492662,0.9732969442273713,0.6931471824645996,0.9722031782351793
0.693147182492662,0.9732969490821752,0.6931471824645996,0.9722068303833389
0.693147182492662,0.9732969150143603,0.6931471824645996,0.9722060687133357
0.693147182492662,0.973296884959476,0.6931471824645996,0.9722060230924762
0.693147182492662,0.9732969058660015,0.6931471824645996,0.9722096029414908
0.693147182492662,0.9732969516639206,0.6931471824645996,0.9721974199901207
0.693147182492662,0.9732969275302132,0.6931471824645996,0.9722035818806107
0.693147182492662,0.973296908700309,0.6931471824645996,0.9722105892446394
0.693147182492662,0.9732968704792515,0.6931471824645996,0.9722076035577326
0.693147182492662,0.9732968756988672,0.6931471824645996,0.9721997164053449
0.693147182492662,0.9732968846788514,0.6931471824645996,0.9722040655608979
0.693147182492662,0.9732969074655612,0.6931471824645996,0.9721971496369398
0.693147182492662,0.9732969290175232,0.6931471824645996,0.9722015634551024
0.693147182492662,0.973296879290861,0.6931471824645996,0.972208254745915
0.693147182492662,0.9732968729768096,0.6931471824645996,0.9721999144593808
0.693147182492662,0.9732968813113574,0.6931471824645996,0.9722090392263479
0.693147182492662,0.9732968092189221,0.6931471824645996,0.9722086012660961
0.693147182492662,0.9732969040419422,0.6931471824645996,0.9722032429969648
0.693147182492662,0.9732969032281311,0.6931471824645996,0.9721957823996139
0.693147182492662,0.9732968523789709,0.6931471824645996,0.9722062096421215
0.693147182492662,0.9732969047996284,0.6931471824645996,0.9722125467762177
0.693147182492662,0.97329686851488,0.6931471824645996,0.9722060268611559
0.693147182492662,0.9732968400876176,0.6931471824645996,0.972207481670697
0.693147182492662,0.9732969404950653,0.6931471824645996,0.9722142947493695
0.693147182492662,0.9732968501059125,0.6931471824645996,0.9722049338448663
0.693147182492662,0.9732969133867382,0.6931471824645996,0.9722060953916211
0.693147182492662,0.9732969131341762,0.6931471824645996,0.9721879524716521
0.693147182492662,0.9732968938272103,0.6931471824645996,0.9722029535028581
