Train Loss,Train Acc,Valid Loss,Valid Acc
0.086855359300059,0.9713386831535009,0.07388995935483378,0.9750710016677463
0.07006270199551085,0.976906477114126,0.07167971835738225,0.9764276513839125
0.06862664040135967,0.9774253012826438,0.07103277848624374,0.9766778270535779
0.06769013462374215,0.9777230918968689,0.07096744256989779,0.9768797254403697
0.066343449319234,0.9781562392994508,0.0683416688168567,0.9771429154519828
0.06555922460530073,0.9784573361193393,0.06766533184666404,0.9776106544223284
0.06521244492844841,0.9786497773760456,0.0679974874366112,0.9774335915356032
0.06514512038160038,0.97865195145827,0.07179689715645848,0.9756606802369117
0.06498906354853101,0.9787560181092407,0.06580857033012265,0.9783297864450591
0.06513460119747734,0.9787120203121009,0.06685718126361027,0.9783344326320782
0.06518863121542216,0.9787295463787858,0.07427399470850503,0.9747124683242074
0.0651165730251515,0.9787469036498312,0.06703844407074364,0.9782393254376885
0.06468184435785715,0.9789041941055919,0.06618189664182568,0.9782728160082202
0.06473974738333185,0.9789003791838267,0.06690262407591309,0.977765528612248
0.06461905640165853,0.9789226274032378,0.06721738672671149,0.9779818949604193
0.06466437841672626,0.9788884822202043,0.07050976712650274,0.9768609375802927
0.06440382237544393,0.9790233197409779,0.07163610824882774,0.9763707127824997
0.06442736476666791,0.9790403564546517,0.06704393181928159,0.9782927642249426
0.06441920465068882,0.9790195642274203,0.06725045815947002,0.9784361968024599
0.0644648193088825,0.9790081490680098,0.06809942193248754,0.9778703788354274
0.06447892609050607,0.9789962749752845,0.06589733183263072,0.978485391758841
0.06445852687087773,0.9789938870571876,0.06605905087660074,0.9785252119261095
0.06449235947504499,0.9790068713565779,0.06695551502622181,0.9778921232247313
0.06432606702716057,0.9790478287555853,0.06651370260460045,0.9778978129393249
0.0641748569414665,0.9790725557873703,0.06581087093009999,0.9785844342482467
0.0641011293668812,0.979094947518153,0.06689959129329442,0.9775835694171823
0.0641781902291484,0.9790937977995576,0.06606992102032853,0.9783932005307837
0.06396553471330167,0.9791387971736168,0.06652234015155727,0.9778923212787672
0.06399023764908819,0.9791400148594671,0.06675527694583956,0.9785189509590136
0.06386790070472295,0.979177747153293,0.06517183451375579,0.9786797814480278
0.06395652508205277,0.9791463913217102,0.06762345664175273,0.9777927684307892
0.06377673492698514,0.979202345294243,0.06547042277344067,0.9786324067639431
0.06367431123427023,0.9792097110420521,0.066008448611229,0.9785243613946061
0.06379636143300886,0.9791707073508459,0.06489515436360746,0.9788509375243735
0.06361629817943508,0.9792427790479247,0.06710715220966834,0.9782944677673442
0.06374558367505108,0.9792061871559606,0.06575938548482861,0.9785213210618436
0.06383107413525523,0.9791801480643044,0.06490962947067958,0.9788477220471806
0.0636454247510001,0.9792494532247048,0.06579355204349288,0.9783272373299432
0.06368465285236104,0.9792266131401511,0.0649879480043454,0.9786069327701943
0.06380727599864289,0.9791663281773892,0.07172403172140449,0.9756028072012839
